MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,Fireplaces,GarageYrBlt,GarageCars,WoodDeckSF,EnclosedPorch,MiscVal
80,80.0,9600,6,6,1955,1972,164.0,674,132,350,1156,1520,0,1520,1,2,1955.0,1,0,189,0
60,70.0,11606,5,5,1969,1969,192.0,650,0,390,1040,1040,1040,2080,1,2,1969.0,2,335,0,0
80,82.0,9020,6,5,1964,1964,259.0,624,336,288,1248,1350,0,1350,1,0,1964.0,2,176,0,0
70,50.0,9000,5,6,1880,1991,0.0,0,0,636,636,1089,661,1750,1,0,1937.0,1,0,293,0
120,34.0,4590,8,5,2006,2006,108.0,24,0,1530,1554,1554,0,1554,2,1,2006.0,2,156,0,0
20,85.0,11900,7,5,1977,1977,209.0,822,0,564,1386,1411,0,1411,2,1,1977.0,2,192,0,0
20,80.0,9250,5,7,1954,2005,0.0,480,468,108,1056,1056,0,1056,1,0,1954.0,1,390,0,0
90,64.0,6979,6,5,1980,1980,0.0,1056,0,0,1056,1056,0,1056,0,0,1980.0,2,264,0,600
190,50.0,6000,5,4,1954,1954,0.0,0,0,811,811,811,576,1387,2,0,1954.0,1,0,0,0
120,53.0,3982,8,5,2006,2006,0.0,1154,0,366,1520,1567,0,1567,2,1,2006.0,3,312,0,0
120,62.0,12677,8,5,2003,2004,472.0,1218,0,300,1518,1518,0,1518,1,1,2003.0,2,185,0,0
80,75.0,13860,8,7,1972,1995,0.0,1410,0,542,1952,2000,704,2704,2,3,1972.0,2,269,0,0
60,80.0,10793,5,5,1969,1969,263.0,493,287,0,780,780,840,1620,2,0,1969.0,2,208,0,0
20,85.0,9187,9,5,2009,2009,162.0,1121,0,645,1766,1766,0,1766,2,1,2009.0,3,195,0,0
20,60.0,7200,5,5,1950,1950,0.0,0,0,0,0,1048,0,1048,1,0,1950.0,2,0,0,0
20,85.0,10452,6,5,1953,1953,216.0,500,0,594,1094,1094,0,1094,1,2,1953.0,2,0,0,0
60,70.0,7700,6,5,1966,1966,351.0,0,0,756,756,1051,788,1839,1,1,1966.0,2,0,216,0
70,60.0,9084,4,5,1940,1950,0.0,0,0,755,755,755,755,1510,1,1,1940.0,1,120,0,0
60,70.0,8750,7,5,1996,1996,0.0,0,0,880,880,909,807,1716,2,1,1996.0,2,0,0,0
50,60.0,10320,6,7,1906,1995,0.0,0,0,756,756,756,713,1469,1,0,1906.0,1,57,239,0
20,91.0,10437,8,6,1995,1995,660.0,1696,0,413,2109,2113,0,2113,2,1,1995.0,3,236,0,0
160,21.0,1680,6,5,1971,1971,381.0,0,0,525,525,525,567,1092,1,0,1971.0,1,0,0,0
20,72.0,10007,5,7,1959,2006,54.0,806,0,247,1053,1053,0,1053,1,0,1959.0,1,0,0,0
70,60.0,7200,7,6,1931,2000,0.0,0,0,776,776,851,651,1502,1,1,1931.0,1,0,112,0
50,78.0,17503,6,5,1948,1950,0.0,0,0,912,912,912,546,1458,1,1,1948.0,1,192,0,0
20,75.0,9937,5,7,1964,1999,0.0,637,0,849,1486,1486,0,1486,1,0,1968.0,2,0,0,0
60,52.0,46589,8,7,1994,2005,528.0,1361,180,88,1629,1686,762,2448,2,1,1994.0,3,517,0,0
20,120.0,13560,6,3,1968,1968,216.0,0,0,1392,1392,1392,0,1392,1,2,1968.0,2,0,240,0
85,90.0,10012,4,5,1972,1972,0.0,920,180,38,1138,1181,0,1181,2,0,1974.0,2,0,180,0
20,49.0,20896,8,5,2005,2006,0.0,1721,0,356,2077,2097,0,2097,1,1,2005.0,3,192,0,0
60,106.0,11194,8,5,2000,2000,40.0,0,0,1406,1406,1454,482,1936,2,1,2000.0,2,188,0,0
20,65.0,8125,6,5,1994,1998,258.0,1138,0,270,1408,1679,0,1679,2,1,1994.0,2,224,0,0
30,80.0,11600,4,5,1922,1950,0.0,0,0,700,700,1180,0,1180,1,1,1922.0,1,0,67,0
60,64.0,8633,6,5,2005,2005,0.0,193,0,545,738,738,738,1476,2,0,2005.0,2,100,0,0
70,54.0,6629,6,6,1925,1950,0.0,551,0,121,672,697,672,1369,2,0,1930.0,1,147,0,0
20,110.0,14442,6,7,1957,2004,106.0,1186,0,291,1477,1839,0,1839,2,2,1957.0,2,0,0,0
20,80.0,9200,6,6,1965,1965,0.0,892,0,244,1136,1136,0,1136,1,1,1965.0,1,426,0,0
160,24.0,2289,6,6,1978,1978,0.0,311,0,544,855,855,586,1441,2,1,1978.0,2,28,0,0
70,60.0,9600,4,2,1900,1950,0.0,0,0,1095,1095,1095,679,1774,2,0,1920.0,3,0,90,0
30,52.0,9022,5,8,1924,2006,0.0,0,0,768,768,792,0,792,1,0,1924.0,1,316,120,0
20,80.0,11844,8,5,2008,2008,464.0,0,0,2046,2046,2046,0,2046,2,1,2008.0,3,322,0,0
120,50.0,8012,6,5,1980,1980,0.0,543,119,261,923,923,0,923,2,1,1980.0,1,80,0,0
50,55.0,4500,5,5,1932,2000,0.0,182,0,611,793,848,672,1520,1,0,1968.0,1,0,56,0
20,90.0,11248,9,5,2002,2002,215.0,1059,0,567,1626,1668,0,1668,2,1,2002.0,3,257,0,0
60,58.0,16770,7,5,1998,1998,30.0,0,0,1195,1195,1195,644,1839,2,0,1998.0,2,0,0,0
60,84.0,10207,7,6,2007,2007,0.0,0,0,874,874,874,887,1761,3,0,2007.0,2,144,0,0
20,60.0,8089,8,6,2007,2007,0.0,945,0,474,1419,1419,0,1419,2,1,2007.0,2,140,0,0
120,61.0,7577,6,5,2005,2006,256.0,20,0,1342,1362,1362,0,1362,2,1,2005.0,2,192,0,0
60,104.0,21535,10,6,1994,1995,1170.0,1455,0,989,2444,2444,1872,4316,3,2,1994.0,3,382,0,0
60,42.0,26178,7,5,1989,1990,293.0,965,0,245,1210,1238,1281,2519,2,2,1989.0,2,320,0,0
30,60.0,5400,5,6,1921,1968,0.0,0,0,1073,1073,1073,0,1073,1,0,1968.0,1,0,112,0
50,51.0,6120,5,6,1936,1950,0.0,0,0,927,927,1067,472,1539,1,0,1995.0,2,112,0,0
20,54.0,13811,6,6,1987,1987,72.0,980,40,92,1112,1137,0,1137,2,1,1987.0,2,125,0,0
30,50.0,6000,5,7,1921,1950,0.0,616,0,0,616,616,0,616,1,0,1921.0,1,0,129,0
20,57.0,6420,5,7,1952,1952,0.0,210,551,219,980,1148,0,1148,1,0,1952.0,1,0,0,0
20,65.0,8450,5,8,1965,2009,0.0,553,117,224,894,894,0,894,1,1,1973.0,1,416,0,0
120,59.0,4282,7,5,2004,2004,0.0,16,0,1375,1391,1391,0,1391,2,0,2004.0,2,156,0,0
20,85.0,14331,8,5,2002,2002,630.0,1274,0,526,1800,1800,0,1800,2,1,2002.0,3,270,0,0
20,80.0,9600,7,5,1969,1969,168.0,0,0,1164,1164,1164,0,1164,1,0,1969.0,2,0,0,0
60,82.0,12438,8,5,2006,2006,466.0,0,0,1234,1234,1264,1312,2576,2,1,2006.0,3,324,0,0
190,76.0,7630,5,9,1900,1996,0.0,0,0,360,360,1032,780,1812,2,1,1999.0,2,344,40,0
20,70.0,8400,7,5,2004,2005,109.0,712,0,761,1473,1484,0,1484,2,0,2004.0,2,0,0,0
120,48.0,6240,8,5,2006,2006,176.0,863,0,461,1324,1324,0,1324,2,1,2006.0,2,192,0,0
60,65.0,9018,7,5,2007,2007,0.0,0,0,728,728,728,728,1456,2,1,2007.0,2,100,0,0
50,66.0,8712,4,7,1900,1950,0.0,0,0,859,859,859,319,1178,1,0,1964.0,1,68,98,0
120,40.0,4671,8,5,1988,1989,0.0,767,0,461,1228,1228,0,1228,2,1,1988.0,2,168,0,0
190,60.0,9873,4,5,1970,1970,160.0,789,0,171,960,960,0,960,1,0,1970.0,2,0,0,0
20,78.0,10140,6,5,1974,1974,174.0,0,0,1064,1064,1350,0,1350,2,1,1974.0,2,0,0,0
70,60.0,10800,7,8,1890,1998,0.0,0,0,718,718,1576,978,2554,1,0,1996.0,2,0,143,0
20,80.0,10000,5,6,1973,2000,0.0,1084,0,92,1176,1178,0,1178,1,1,1973.0,2,224,0,0
60,96.0,10542,7,5,1993,1994,651.0,1173,0,138,1311,1325,1093,2418,2,1,1993.0,3,250,216,0
20,69.0,9920,5,6,1969,1969,0.0,523,0,448,971,971,0,971,1,1,1969.0,1,0,0,0
20,70.0,8120,4,7,1970,1970,0.0,191,0,673,864,864,0,864,1,0,1994.0,2,0,0,0
50,60.0,8172,4,6,1954,1972,0.0,0,0,941,941,997,473,1470,2,0,1958.0,1,0,0,0
20,86.0,13286,9,5,2007,2008,340.0,1234,0,464,1698,1698,0,1698,2,1,2007.0,3,327,0,0
20,60.0,6960,4,6,1970,1970,0.0,375,239,250,864,864,0,864,1,0,1989.0,2,96,0,500
20,64.0,7314,7,5,2007,2007,82.0,724,0,508,1232,1232,0,1232,2,0,2007.0,2,132,0,0
90,85.0,11475,5,5,1958,1958,95.0,0,0,1584,1584,1776,0,1776,2,0,1968.0,3,0,0,0
30,52.0,6240,4,5,1925,1950,0.0,152,0,628,780,848,0,1208,1,0,1962.0,2,0,112,0
120,39.0,5389,8,5,1995,1996,0.0,1180,0,415,1595,1616,0,1616,2,1,1995.0,2,237,0,0
80,73.0,9590,7,5,2003,2003,442.0,786,0,82,868,1146,0,1146,2,1,2003.0,2,160,0,0
60,75.0,11404,7,5,1998,1999,202.0,252,0,901,1153,1153,878,2031,2,1,1998.0,2,192,0,0
20,80.0,10000,5,6,1961,1983,0.0,594,0,270,864,1144,0,1144,1,1,1961.0,1,165,0,400
75,60.0,10800,7,7,1914,1970,0.0,390,0,490,880,880,888,1768,1,2,1914.0,2,0,0,0
90,60.0,8544,3,4,1950,1950,0.0,0,0,0,0,1040,0,1040,2,0,1949.0,2,0,0,0
60,72.0,10463,8,5,2005,2005,0.0,0,0,893,893,901,900,1801,2,1,2005.0,3,0,0,0
60,65.0,9313,7,5,2004,2004,0.0,0,0,864,864,864,864,1728,2,0,2004.0,2,187,0,0
70,60.0,9600,5,7,1910,2002,0.0,0,0,264,264,768,664,1432,2,0,1910.0,2,270,112,0
20,65.0,6768,6,8,1961,1996,0.0,832,0,80,912,912,0,912,1,0,1962.0,1,168,0,0
20,65.0,8450,7,5,2000,2001,108.0,0,0,1349,1349,1349,0,1349,2,0,2000.0,2,120,0,0
80,70.0,12886,5,6,1963,1999,0.0,444,0,76,520,1464,0,1464,2,1,1997.0,2,302,0,0
120,41.0,5395,8,5,1993,1993,0.0,733,0,604,1337,1337,0,1337,2,1,1993.0,2,96,70,0
70,65.0,11700,7,7,1880,2003,0.0,0,0,1240,1240,1320,1320,2640,1,1,1950.0,4,181,386,0
20,59.0,10593,7,5,1996,1996,338.0,919,0,801,1720,1720,0,1720,2,1,1996.0,2,240,154,0
50,50.0,8405,4,3,1945,1950,0.0,0,0,0,0,1088,441,1529,2,0,1945.0,1,92,185,0
20,79.0,9236,6,5,1997,1997,0.0,1200,0,279,1479,1494,0,1494,2,0,1997.0,2,168,0,0
60,80.0,10240,8,5,2005,2005,178.0,0,0,1030,1030,1038,1060,2098,2,1,2005.0,3,192,0,0
20,61.0,7930,6,8,1969,2005,0.0,439,472,115,1026,1026,0,1026,1,0,1969.0,2,171,0,0
160,34.0,3230,6,5,1999,1999,894.0,381,0,348,729,742,729,1471,2,0,1999.0,2,0,0,0
60,68.0,10769,8,5,2007,2007,0.0,20,0,846,866,866,902,1768,2,0,2007.0,2,144,0,0
160,24.0,2280,7,5,1999,1999,360.0,549,0,195,744,757,744,1501,2,0,1999.0,2,0,0,0
60,65.0,12257,8,5,1995,1995,513.0,56,64,1198,1318,1328,1203,2531,2,1,1995.0,3,222,0,0
20,70.0,9100,6,6,1959,1959,0.0,612,0,252,864,864,0,864,1,0,2008.0,1,0,0,450
30,60.0,6911,5,5,1924,1950,0.0,405,0,740,1145,1301,0,1301,1,0,1965.0,2,0,0,0
60,72.0,8640,7,5,2009,2009,0.0,24,0,732,756,764,783,1547,2,0,2009.0,2,169,0,0
60,82.0,9430,8,5,1999,1999,673.0,1163,0,89,1252,1268,1097,2365,2,1,1999.0,3,0,0,0
120,30.0,9549,8,5,1995,1996,0.0,437,1057,0,1494,1494,0,1494,1,1,1995.0,2,0,0,0
20,75.0,14587,9,5,2008,2008,284.0,0,0,1498,1498,1506,0,1506,2,1,2008.0,2,0,0,0
60,80.0,10421,7,5,1988,1988,42.0,394,0,586,980,980,734,1714,2,1,1988.0,2,228,156,500
50,75.0,12508,6,7,1940,1985,0.0,660,0,323,983,983,767,1750,2,0,1989.0,1,245,156,1300
20,70.0,9100,7,5,2004,2005,0.0,24,0,1836,1860,1836,0,1836,2,1,2004.0,2,120,0,0
60,47.0,53504,8,5,2003,2003,603.0,1416,0,234,1650,1690,1589,3279,3,1,2003.0,3,503,0,0
20,67.0,8877,4,5,1951,1951,0.0,836,0,0,836,1220,0,1220,1,0,1951.0,2,0,0,0
80,94.0,7819,6,5,1976,1976,0.0,422,127,480,1029,1117,0,1117,1,1,1976.0,2,144,0,0
20,70.0,10150,5,5,1958,1958,1.0,456,0,456,912,912,0,912,1,0,1958.0,1,0,0,0
20,110.0,14226,8,5,2006,2006,375.0,0,0,1935,1935,1973,0,1973,2,1,2006.0,3,315,0,0
120,32.0,4500,6,5,1998,1998,320.0,866,0,338,1204,1204,0,1204,2,0,1998.0,2,0,0,0
20,86.0,11210,7,5,2005,2006,240.0,20,0,1594,1614,1614,0,1614,2,0,2005.0,3,144,0,0
20,100.0,13350,5,5,1974,1974,0.0,762,0,102,864,894,0,894,1,1,1974.0,2,241,0,0
90,60.0,8400,5,5,1977,1977,320.0,0,0,0,0,2020,0,2020,2,2,1977.0,2,0,0,0
90,78.0,10530,6,5,1977,1977,90.0,975,0,0,975,1004,0,1004,1,0,1977.0,2,0,0,0
20,63.0,7875,7,5,1995,1996,38.0,0,0,1237,1237,1253,0,1253,2,1,1995.0,2,220,0,0
60,65.0,7153,6,5,1992,1992,0.0,387,0,374,761,810,793,1603,2,0,1992.0,2,0,0,0
20,67.0,16285,7,5,2001,2002,0.0,0,0,1413,1413,1430,0,1430,2,0,2001.0,2,0,0,0
50,60.0,10800,5,6,1915,1950,0.0,686,0,0,686,966,686,1652,2,0,1961.0,1,0,196,1200
60,76.0,10142,7,5,2004,2004,0.0,656,0,300,956,956,1128,2084,2,0,2004.0,2,0,0,0
20,50.0,6000,4,7,1954,2000,0.0,0,0,901,901,901,0,901,1,0,1954.0,1,0,0,0
120,43.0,3182,7,5,2005,2006,11.0,16,0,1129,1145,1145,0,1145,2,1,2005.0,2,100,0,0
60,92.0,9920,7,5,1996,1997,0.0,862,0,255,1117,1127,886,2013,2,1,1997.0,2,180,0,0
20,76.0,9158,8,5,2007,2007,140.0,0,0,1496,1496,1496,0,1496,2,0,2007.0,2,168,0,0
60,70.0,8400,6,6,1980,1981,130.0,0,0,650,650,888,676,1564,2,1,1980.0,2,0,0,0
20,71.0,8197,6,5,1977,1977,148.0,0,0,660,660,1285,0,1285,1,1,1977.0,2,138,0,0
20,57.0,7677,5,5,1953,1953,0.0,570,0,203,773,773,0,773,1,0,1953.0,1,0,0,0
60,104.0,13518,9,5,2008,2009,860.0,0,0,1926,1926,1966,1174,3140,3,2,2009.0,3,144,0,0
50,60.0,7200,5,7,1937,1950,252.0,569,0,162,731,981,787,1768,1,2,1939.0,1,0,264,0
60,79.0,12798,6,5,1997,1997,0.0,462,0,154,616,616,1072,1688,2,0,1997.0,2,403,185,400
30,40.0,4800,4,7,1916,1990,0.0,197,0,999,1196,1196,0,1196,1,0,1957.0,2,0,0,0
60,63.0,8199,7,5,2005,2005,0.0,648,0,80,728,728,728,1456,2,1,2005.0,2,36,0,0
60,107.0,13891,9,5,2008,2009,424.0,0,0,1734,1734,1734,1088,2822,3,1,2009.0,3,52,0,0
20,75.0,9000,5,5,1954,1954,0.0,812,0,124,936,1128,0,1128,1,0,1954.0,1,0,0,0
20,91.0,12274,7,5,2008,2008,256.0,0,0,1417,1417,1428,0,1428,2,0,2008.0,2,0,0,0
80,75.0,9750,5,5,1967,1967,0.0,400,480,100,980,980,0,980,2,0,1967.0,1,68,0,0
70,144.0,21384,5,6,1923,2004,0.0,1309,0,15,1324,1072,504,1576,1,1,1923.0,2,0,0,0
80,85.0,13400,5,5,1966,1966,1047.0,516,128,380,1024,1086,0,1086,1,1,1966.0,2,0,0,0
75,90.0,8100,5,5,1898,1965,0.0,0,0,849,849,1075,1063,2138,2,0,1910.0,2,40,0,0
20,78.0,10140,6,6,1974,1999,99.0,663,377,0,1040,1309,0,1309,1,1,1974.0,2,265,0,0
20,66.0,8712,5,5,1952,1952,0.0,0,0,540,540,1044,0,1044,1,0,1952.0,2,0,0,54
20,75.0,9750,6,6,1958,1958,243.0,608,0,834,1442,1442,0,1442,1,0,1958.0,1,0,275,500
50,45.0,8248,5,7,1918,1950,0.0,0,0,686,686,686,564,1250,1,0,1955.0,1,207,96,0
20,48.0,12137,7,5,1998,1998,442.0,0,0,1649,1649,1661,0,1661,2,0,1998.0,2,0,0,0
80,80.0,8816,6,7,1971,1971,80.0,504,0,506,1010,1052,0,1052,1,0,1971.0,2,0,0,0
120,44.0,6371,7,5,2009,2010,128.0,733,0,625,1358,1358,0,1358,2,1,2010.0,2,192,0,0
60,72.0,7226,7,5,2003,2003,0.0,0,0,798,798,798,842,1640,2,0,2003.0,2,0,0,0
20,60.0,6000,4,4,1953,1953,0.0,0,0,936,936,936,0,936,1,0,1974.0,2,0,112,0
50,60.0,9900,6,7,1940,1950,0.0,0,0,778,778,944,545,1489,2,1,1940.0,1,335,0,0
20,81.0,11216,8,5,2006,2006,0.0,0,0,1489,1489,1489,0,1489,2,1,2006.0,2,0,0,0
20,114.0,14803,10,5,2007,2008,816.0,1636,0,442,2078,2084,0,2084,2,1,2007.0,3,188,0,0
20,65.0,8529,7,5,2001,2001,0.0,20,0,1434,1454,1434,0,1434,2,1,2001.0,2,290,0,0
160,24.0,2544,7,5,2005,2005,0.0,0,0,600,600,520,623,1223,2,0,2005.0,2,0,0,0
20,80.0,11900,6,5,1957,1957,387.0,1040,0,352,1392,1392,0,1392,1,2,1957.0,2,0,0,0
160,30.0,3180,7,5,2005,2005,0.0,0,0,600,600,520,600,1200,2,0,2005.0,2,0,0,0
60,44.0,9548,7,6,2003,2003,223.0,483,0,458,941,941,888,1829,2,1,2003.0,2,192,0,0
20,100.0,10004,6,6,1964,1964,180.0,196,345,975,1516,1516,0,1516,1,0,1964.0,2,0,0,0
20,75.0,7875,5,6,1961,1961,136.0,572,0,572,1144,1144,0,1144,1,0,1961.0,2,0,0,0
20,60.0,9600,4,7,1950,1995,0.0,442,0,625,1067,1067,0,1067,2,0,1996.0,2,290,0,0
30,90.0,8100,5,6,1948,1973,0.0,338,0,1221,1559,1559,0,1559,1,0,1948.0,2,0,230,0
160,21.0,1680,6,5,1973,1973,158.0,330,0,153,483,483,504,987,1,0,1973.0,1,0,0,0
20,75.0,9525,5,6,1995,2006,0.0,0,0,1099,1099,1099,0,1099,1,0,1999.0,1,278,0,0
50,70.0,11767,5,6,1946,1995,0.0,352,0,416,768,768,432,1200,1,0,1946.0,1,0,0,0
70,60.0,10440,5,8,1904,2002,0.0,0,0,650,650,958,581,1539,2,1,1983.0,2,70,68,0
80,82.0,9020,6,7,1966,1966,183.0,312,539,276,1127,1165,0,1165,1,0,1966.0,2,0,0,0
50,100.0,12665,5,8,1915,1950,0.0,0,0,876,876,876,540,1416,1,1,1949.0,3,418,194,0
60,75.0,9317,7,5,1993,1993,137.0,513,0,227,740,1006,769,1775,2,1,1993.0,2,234,192,0
20,36.0,15523,5,6,1972,1972,0.0,460,0,404,864,864,0,864,1,1,1972.0,1,0,0,0
50,75.0,45600,6,8,1908,1997,0.0,0,0,907,907,1307,1051,2358,3,1,1908.0,2,486,0,0
80,80.0,9600,6,7,1976,1994,360.0,0,0,528,528,1094,761,1855,2,1,1976.0,2,113,0,0
120,36.0,4435,6,5,2003,2003,170.0,659,0,189,848,848,0,848,1,0,2003.0,2,140,0,0
75,53.0,7128,7,5,1941,1950,0.0,364,0,554,918,918,728,1646,2,2,1941.0,1,0,0,0
20,102.0,17920,5,4,1955,1974,0.0,306,1085,372,1763,1779,0,1779,1,1,1955.0,2,0,0,0
60,65.0,8125,6,5,1994,1995,0.0,0,0,702,702,702,779,1481,2,1,1994.0,2,0,0,0
20,80.0,10400,7,5,1976,1976,189.0,0,0,1090,1090,1370,0,1370,2,1,1976.0,2,0,0,0
50,55.0,7642,7,8,1918,1998,0.0,0,0,912,912,912,514,1426,1,1,1925.0,1,0,0,0
190,75.0,11625,5,4,1965,1965,0.0,841,0,198,1039,1039,0,1039,1,0,1965.0,2,0,0,0
20,81.0,9672,6,5,1984,1985,0.0,338,0,702,1040,1097,0,1097,2,0,1986.0,2,0,0,0
20,70.0,7931,5,5,1959,1959,0.0,1148,0,0,1148,1148,0,1148,1,0,1959.0,1,0,0,0
20,72.0,8640,7,5,2007,2008,0.0,0,0,1372,1372,1372,0,1372,2,0,2008.0,2,0,0,0
20,67.0,10656,8,5,2006,2007,274.0,0,0,1638,1638,1646,0,1646,2,1,2007.0,3,192,0,0
20,85.0,6970,4,5,1961,1961,0.0,932,0,108,1040,1120,0,1120,1,0,1961.0,2,168,0,400
60,80.0,9938,7,5,1993,1994,246.0,750,0,300,1050,1062,887,1949,2,1,1993.0,2,156,0,0
20,60.0,6600,5,5,1962,1962,0.0,0,0,894,894,894,0,894,1,0,1962.0,1,0,0,0
60,70.0,8750,6,5,1998,1998,116.0,505,0,299,804,804,878,1682,2,0,1998.0,2,0,0,0
20,74.0,8892,5,7,1953,1996,0.0,0,0,105,105,910,0,910,1,0,1953.0,2,196,150,0
40,60.0,12144,5,7,1949,1950,0.0,375,0,457,832,1036,0,1268,1,1,1949.0,1,0,0,0
50,52.0,5720,5,6,1941,1950,0.0,0,0,676,676,676,455,1131,1,0,1941.0,1,26,0,0
60,75.0,9000,8,5,2007,2007,0.0,64,0,1120,1184,1184,1426,2610,2,1,2007.0,2,208,0,0
20,94.0,25286,4,5,1963,1963,0.0,633,0,431,1064,1040,0,1040,1,0,1963.0,2,0,0,0
60,74.0,8834,9,5,2004,2005,216.0,1170,0,292,1462,1462,762,2224,2,1,2004.0,3,184,0,0
85,88.0,11782,5,7,1961,1995,0.0,899,0,210,1109,1155,0,1155,1,0,1987.0,2,192,0,400
20,60.0,7024,5,5,2005,2006,0.0,980,0,110,1090,1090,0,1090,1,0,2005.0,2,0,0,0
50,44.0,13758,7,5,1990,1991,117.0,902,0,254,1156,1187,530,1717,2,1,1990.0,2,168,0,0
75,60.0,6204,4,5,1912,1950,0.0,0,0,795,795,954,795,2230,1,0,1997.0,1,0,0,0
20,65.0,7150,5,5,1967,1967,60.0,432,0,460,892,892,0,892,1,0,1967.0,1,0,0,0
120,50.0,5119,9,5,1999,2000,60.0,1238,0,460,1698,1709,0,1709,2,1,1999.0,2,97,0,0
90,70.0,8393,5,5,1959,2005,122.0,528,0,1098,1626,1712,0,1712,2,0,2005.0,2,272,0,0
50,59.0,16466,5,7,1955,1955,0.0,0,0,816,816,872,521,1393,1,0,1955.0,1,121,0,0
20,95.0,15865,8,6,1970,1970,0.0,351,823,1043,2217,2217,0,2217,2,1,1970.0,2,81,0,0
20,128.0,12160,6,4,1953,1953,90.0,1024,0,481,1505,1505,0,1505,1,1,1953.0,2,0,0,0
50,60.0,8064,5,7,1949,2006,0.0,0,0,672,672,672,252,924,1,1,2003.0,2,0,0,2000
60,70.0,11184,6,5,1978,1978,92.0,226,500,192,918,918,765,1683,2,1,1978.0,2,243,0,0
20,70.0,8414,6,8,1963,2003,0.0,663,0,396,1059,1068,0,1068,1,0,1963.0,1,192,0,0
90,64.0,7018,5,5,1979,1979,0.0,0,0,0,0,1535,0,1535,2,0,1979.0,2,0,0,0
60,71.0,7056,6,5,1963,1963,415.0,400,0,380,780,983,813,1796,1,1,1963.0,2,0,0,0
30,50.0,8765,4,6,1936,1950,0.0,285,0,666,951,951,0,951,1,0,1936.0,1,0,0,0
90,64.0,7018,5,5,1979,1979,0.0,0,0,0,0,1120,1120,2240,2,0,1979.0,2,154,0,0
20,100.0,12919,9,5,2009,2010,760.0,2188,0,142,2330,2364,0,2364,2,2,2009.0,3,0,0,0
20,65.0,6993,5,7,1961,1994,0.0,465,0,447,912,1236,0,1236,1,1,1961.0,1,0,0,0
20,64.0,8712,5,7,1957,2000,0.0,860,0,132,992,1306,0,1306,1,0,1968.0,1,0,0,0
60,63.0,7875,7,5,2003,2003,0.0,0,0,783,783,807,702,1509,2,1,2003.0,2,0,0,0
20,50.0,14859,7,5,2006,2006,27.0,0,0,1670,1670,1670,0,1670,2,1,2006.0,3,144,0,0
20,80.0,9920,5,5,1954,1954,110.0,354,290,412,1056,1063,0,1063,1,0,1954.0,1,0,164,0
20,116.0,13501,8,5,2006,2006,208.0,63,0,1560,1623,1636,0,1636,2,1,2006.0,3,0,0,0
50,86.0,11500,7,7,1936,1987,0.0,223,0,794,1017,1020,1037,2057,1,1,1936.0,1,0,0,0
60,149.0,12589,6,5,2005,2005,0.0,0,0,742,742,742,742,1484,2,1,2005.0,2,36,0,0
90,80.0,11600,5,5,1960,1960,361.0,443,0,662,1105,1105,1169,2274,2,0,1960.0,2,0,0,0
30,51.0,6120,5,7,1925,1950,0.0,489,0,279,768,1015,0,1015,1,0,1925.0,1,0,112,620
90,82.0,6270,5,6,1949,1950,0.0,284,0,717,1001,1001,1001,2002,2,0,1949.0,3,0,0,0
160,30.0,3000,6,5,2009,2009,76.0,294,0,318,612,612,612,1224,2,0,2009.0,2,0,0,0
160,21.0,2001,4,5,1970,1970,80.0,0,0,546,546,546,546,1092,1,0,1970.0,1,0,0,0
20,50.0,9000,2,3,1949,1950,0.0,50,0,430,480,480,0,480,0,0,1958.0,1,0,0,0
60,103.0,13125,7,5,1991,1991,0.0,48,634,422,1104,912,1215,2127,2,1,1991.0,3,72,224,0
20,87.0,11029,6,8,1958,2002,0.0,528,411,245,1184,1414,0,1414,1,1,1990.0,2,0,0,0
60,70.0,8462,6,5,1994,1994,105.0,814,0,114,928,936,785,1721,2,0,1994.0,2,300,0,0
20,65.0,10237,6,5,2005,2006,0.0,28,0,1288,1316,1316,0,1316,2,1,2005.0,2,100,0,0
120,50.0,8012,6,5,1993,1994,0.0,165,841,598,1604,1617,0,1617,2,1,1993.0,2,0,0,0
20,79.0,10240,6,6,1980,1980,157.0,625,1061,0,1686,1686,0,1686,2,1,1980.0,2,384,0,0
60,93.0,11999,8,5,2003,2004,340.0,0,0,1181,1181,1234,1140,2374,2,1,2003.0,3,104,0,0
20,73.0,8925,8,5,2007,2007,0.0,16,0,1450,1466,1466,0,1466,2,0,2007.0,3,100,0,0
20,70.0,9100,5,6,1965,1965,0.0,338,466,121,925,925,0,925,1,0,1965.0,1,0,0,0
20,84.0,11670,9,5,2006,2006,302.0,0,0,1905,1905,1905,0,1905,2,1,2006.0,3,0,0,0
20,63.0,8487,7,5,2004,2004,210.0,20,0,1480,1500,1500,0,1500,2,0,2004.0,2,192,0,0
20,313.0,27650,7,7,1960,2007,0.0,425,0,160,585,2069,0,2069,2,1,1960.0,2,0,0,0
30,52.0,5825,4,5,1926,1953,108.0,0,0,600,600,747,0,747,1,0,1953.0,2,0,32,0
60,75.0,9675,7,5,2005,2005,0.0,341,0,772,1113,1113,858,1971,2,1,2005.0,2,0,0,0
60,73.0,8760,7,5,2006,2006,0.0,464,0,927,1391,1391,571,1962,2,0,2006.0,3,0,0,0
